url,Course Title,Course Headline,Instructor,Rating,course_length,number_of_lectures,difficulty
https://www.udemy.com/course/jsp-tutorial/,"JSP, Servlets and JDBC for Beginners: Build a Database App",,Chad Darby,4.7,9 total hours,118 lectures,All Levels
https://www.udemy.com/course/java-web-services/,Java Web Services,,Bharath Thippireddy,4.5,18 total hours,340 lectures,All Levels
https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization/,"Java Multithreading, Concurrency & Performance Optimization",,Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.7,4.5 total hours,34 lectures,All Levels
https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Selenium WebDriver with Java -Basics to Advanced+Frameworks,,Rahul Shetty,4.6,54 total hours,348 lectures,All Levels
https://www.udemy.com/course/design-patterns-java/,Design Patterns in Java,Discover the modern implementation of design patterns in Java,Dmitri Nesteruk,4.3,10.5 total hours,123 lectures,Intermediate
https://www.udemy.com/course/full-stack-angular-spring-boot-tutorial/,Full Stack: Angular and Java Spring Boot,Build a Full Stack application with Angular and Java Spring Boot,"Chad Darby, Harinath Kuntamukkala",4.6,23 total hours,293 lectures,Intermediate
https://www.udemy.com/course/rest-api-automation-testing-rest-assured/,Rest API Testing (Automation) from Scratch-Rest Assured Java,"""Top Ranked #1 Rest API Test Automation & postman tutorial with Java from Basics to Framework with Real time examples",Rahul Shetty,4.6,24.5 total hours,152 lectures,All Levels
https://www.udemy.com/course/java-for-absolute-beginners/,Java for Absolute Beginners,"A course on Java for complete beginners to computer programming, for those who want concepts explained in plain English.",Nick H,4.7,8.5 total hours,121 lectures,Beginner
https://www.udemy.com/course/java-development-for-beginners-learnit/,"Java from Zero to First Job - Practical Guide, 700+ examples","Learn Java from scratch and become Java Software Engineer: Basics, OOP, Interview questions, Git, Java Collections etc","Andrii Piatakha, Learn IT University",4.5,36 total hours,158 lectures,All Levels
https://www.udemy.com/course/java-se-11-developer-1z0-819-ocp-course-part-1/,Java SE 11 Developer 1Z0-819 OCP Course - Part 1,Getting Java Certified is great for your career.  Acquire the skills to pass the Oracle Java certification exam!,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",4.5,12.5 total hours,132 lectures,Intermediate
https://www.udemy.com/course/master-android-7-nougat-java-app-development-step-by-step/,Android Java Masterclass - Become an App Developer,Improve your career options by learning Android app Development. Master Android Studio and build your first app today,"Tim Buchalka, Jean-Paul Roberts, Tim Buchalka's Learn Programming Academy",4.5,60.5 total hours,323 lectures,All Levels
https://www.udemy.com/course/become-a-java-developer-and-get-the-job/,Java for complete beginners | Learn core java using IntelliJ,"Learn Java programming by doing, object oriented programming (oop java), intelliJ for complete beginners using java 14",Faisal Memon,4.4,19 total hours,162 lectures,Intermediate
https://www.udemy.com/course/oracle-java-associate-certification-exam-course-1z0-808/,Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,This course will help you learn the steps to becoming an Oracle Certified Associate (OCA) and get a higher paying job!,"Tim Buchalka's Learn Programming Academy, Goran Lochert",4.5,20 total hours,134 lectures,All Levels
https://www.udemy.com/course/selenium-for-beginners/,Selenium WebDriver with Java for beginners,Selenium WebDriver with Java and TestNG. Tutorial designed for complete beginners in Selenium testing and automation,Dmitry Shyshkin,4.6,6.5 total hours,42 lectures,Beginner
https://www.udemy.com/course/java-design-patterns/,Java Design Patterns,Master the popular Core and Java EE Design Patterns in easy steps,Bharath Thippireddy,4.6,6.5 total hours,143 lectures,All Levels
https://www.udemy.com/course/java-games-development/,The Complete Java Game Development Course for 2021,Develop Java games from scratch: From Beginner to Expert,"Martin Yanev, Plamen Yanev",4.4,8.5 total hours,60 lectures,All Levels
https://www.udemy.com/course/java-reflection-master-class/,Advanced Java Topics: Java Reflection - Master Class,"Create Powerful Java Applications, Algorithms and Libraries using Java Reflection API, Take Full Advantage of the JVM",Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.7,5 total hours,37 lectures,All Levels
https://www.udemy.com/course/complete-java-for-test-automation/,Complete Step By Step Java For Testers,A-Z guide for learning Java what's perfectly right for your Selenium WebDriver and Test Automation needs,"Lets Kode It, Let's Kode It",4.5,8.5 total hours,53 lectures,All Levels
https://www.udemy.com/course/devops-tools-and-aws-for-java-microservice-developers/,Devops Tools and AWS for Java Microservice Developers,"Master Docker , Kubernetes, Maven, Jenkins ,GIT , AWS EC2 ,Elastic Beanstalk,ELB,Auto Scaling and more in easy steps",Bharath Thippireddy,4.7,20.5 total hours,285 lectures,All Levels
https://www.udemy.com/course/java-spring-framework-masterclass/,Java Spring Tutorial Masterclass - Learn Spring Framework 5,"Can't Find a good Spring Tutorial? Finally Understand Spring 5 With Spring Core, Spring MVC, Spring Boot 2 and more","Tim Buchalka, Tim Buchalka's Learn Programming Academy, Goran Lochert",4.5,45.5 total hours,273 lectures,All Levels
https://www.udemy.com/course/java-se-11-developer-1z0-819-ocp-course-part-2/,Java SE 11 Developer 1Z0-819 OCP Course - Part 2,Getting Java Certified is great for your career.  Acquire the skills to pass the Oracle Java certification exam!,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",4.3,21 total hours,188 lectures,Intermediate
https://www.udemy.com/course/multithreading-and-parallel-computing-in-java/,"Concurrency, Multithreading and Parallel Computing in Java","Multithreading and Concurrent Programming, Parallel Computation and MapReduce in Java + Fork-Join and Stream API",Holczer Balazs,4.6,8.5 total hours,96 lectures,All Levels
https://www.udemy.com/course/the-complete-java-development-bootcamp/,The Complete Java Development Bootcamp,Become an Experienced Java Developer with Just One Course. Fully Updated with 100+ Coding Challenges!,"Learn The Part Inc., Rayan Slim, Jad Slim",4.8,27 total hours,376 lectures,All Levels
https://www.udemy.com/course/java-from-beginner-to-expert/,Java from Beginner to Expert,This Java course was created especially for beginners in Java. Learn Java from scratch. Become Java Expert!,Arkadiusz Włodarczyk,4.4,11 total hours,84 lectures,All Levels
https://www.udemy.com/course/java-the-complete-java-developer-course/,Java Programming Masterclass covering Java 11 & Java 17,,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",4.6,80.5 total hours,401 lectures,All Levels
https://www.udemy.com/course/jsp-tutorial/,"JSP, Servlets and JDBC for Beginners: Build a Database App",,Chad Darby,4.7,9 total hours,118 lectures,All Levels
https://www.udemy.com/course/java-web-services/,Java Web Services,,Bharath Thippireddy,4.5,18 total hours,340 lectures,All Levels
https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization/,"Java Multithreading, Concurrency & Performance Optimization",,Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.7,4.5 total hours,34 lectures,All Levels
https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Selenium WebDriver with Java -Basics to Advanced+Frameworks,,Rahul Shetty,4.6,54 total hours,348 lectures,All Levels
https://www.udemy.com/course/automate-tests-using-selenium-webdriver-with-java-cucumber/,Selenium WebDriver with Java & Cucumber BDD,Build a start to finish web automation testing framework and simulate user behavior on a web application + LIVE TEST APP,Tim Short,4.4,6.5 total hours,70 lectures,Beginner
https://www.udemy.com/course/distributed-systems-cloud-computing-with-java/,Distributed Systems & Cloud Computing with Java,"Learn Distributed Java Applications at Scale, Parallel Programming, Distributed Computing & Cloud Software Architecture",Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.5,7.5 total hours,51 lectures,All Levels
https://www.udemy.com/course/functional-programming-and-reactive-programming-in-java/,Functional & Reactive programming in Java : Modern Style,"Java Programming MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",Basics Strong,4.5,21 total hours,192 lectures,All Levels
https://www.udemy.com/course/full-stack-application-development-with-spring-boot-and-angular/,Go Java Full Stack with Spring Boot and Angular,Become a Full Stack Java Developer. Build Your First Java Full Stack Application with Angular and Spring Boot.,in28Minutes Official,4.5,11 total hours,125 lectures,All Levels
https://www.udemy.com/course/spring-boot-tutorial-for-beginners/,Learn Spring Boot in 100 Steps - No 1 Java Framework,Become an expert on Spring Boot developing a REST API and a Spring MVC Web application using Maven in 100 steps,in28Minutes Official,4.4,13.5 total hours,128 lectures,All Levels
https://www.udemy.com/course/jdbcservletsandjsp/,JDBC Servlets and JSP - Java Web Development Fundamentals,Create Java Web Applications from scratch in easy steps,Bharath Thippireddy,4.5,9 total hours,195 lectures,All Levels
https://www.udemy.com/course/complete-java-reactive-programming/,Java Reactive Programming [ From Scratch ],Java Asynchronous & Non Blocking programming With Reactor,Vinoth Selvaraj,4.7,12 total hours,178 lectures,All Levels
https://www.udemy.com/course/algorithmic-problems-in-java/,"Recursion, Backtracking and Dynamic Programming in Java","Algorithmic Problems in Java with Common Interview Questions (Recursion, Backtracking and Divide and Conquer Algorithms)",Holczer Balazs,4.6,10 total hours,108 lectures,All Levels
https://www.udemy.com/course/java-data-structures-and-algorithms-masterclass/,Java Data Structures and Algorithms Masterclass,Data Structures and Algorithms from Zero to Hero and Crack Top Companies 100+ Interview questions (Java Coding),Elshad Karimov,4.5,45.5 total hours,424 lectures,All Levels
https://www.udemy.com/course/mastering-object-oriented-design-in-java/,Master Object Oriented Design in Java - Homework + Solutions,Don't just learn Java! Learn to write practical industry standard object oriented software and super charge your career!,Imtiaz Ahmad,4.6,5.5 total hours,40 lectures,All Levels
https://www.udemy.com/course/absolute-introduction-to-object-oriented-programming-in-java/,Absolute Introduction to Object Oriented Programming in Java,"Prerequisite to ""Master Object Oriented Design in Java"".",Imtiaz Ahmad,4.4,2 total hours,11 lectures,Beginner
https://www.udemy.com/course/functional-programming-with-java/,Learn Java Functional Programming with Lambdas & Streams,Learn Java Functional Programming with Lambdas & Streams. Learn the most powerful NEW feature in Java 8 and Java 9.,in28Minutes Official,4.6,4.5 total hours,44 lectures,All Levels
https://www.udemy.com/course/modern-java-learn-java-8-features-by-coding-it/,Modern Java - Learn Java 8 features by coding it,"Learn Lambdas, Streams , new Date APIs, Optionals and Parallel programming in Java 8 by coding it.",Pragmatic Code School,4.5,11 total hours,104 lectures,All Levels
https://www.udemy.com/course/java-streams/,Java Streams API Developer Guide,Functional Programming with Java 8,Nelson Jamal,4.4,2.5 total hours,45 lectures,All Levels
https://www.udemy.com/course/reactive-programming-in-modern-java-using-project-reactor/,Reactive Programming in Modern Java using Project Reactor,Learn to write fast performing Asynchronous and NonBlocking code using the Reactive Programming principles and Reactor.,Pragmatic Code School,4.5,7 total hours,81 lectures,All Levels
https://www.udemy.com/course/java-interview-questions-and-answers/,Java Interview Guide : 200+ Interview Questions and Answers,Get Ready for your Java Interview with 200+ Java Interview Questions for Beginners,in28Minutes Official,4.4,6 total hours,55 lectures,Beginner
https://www.udemy.com/course/java-interview-help/,Java Interview Help,"Quickly review java, spring boot, micro services, rest, devops and cloud for java interviews",Bharath Thippireddy,4.7,5.5 total hours,242 lectures,All Levels
https://www.udemy.com/course/the-complete-java-programming-bootcamp-zero-to-mastery-in-java/,Java Programming - A Complete Java course to Become Java Ace,Go from Beginner to Java Expert in Just 7 Days! Crack your next Java Coding Interview by Mastering in Java programming,Vinoth P,4.7,9 total hours,78 lectures,All Levels
https://www.udemy.com/course/project-development-using-java-for-beginners-2020/,Project Development Using JAVA for Beginners - 2021,Learn Java from scratch and become Software Engineer.,Hemanth kumar,4.3,45.5 total hours,122 lectures,Beginner
https://www.udemy.com/course/java-se-programming/,Learn JAVA Programming - Beginner to Master,Deep Dive in Core Java programming -Standard Edition. A Practical approach to learn Java. Become a Java Expert,Abdul Bari,4.7,61.5 total hours,333 lectures,All Levels
https://www.udemy.com/course/java-the-complete-java-developer-course/,Java Programming Masterclass covering Java 11 & Java 17,,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",4.6,80.5 total hours,401 lectures,All Levels
https://www.udemy.com/course/jsp-tutorial/,"JSP, Servlets and JDBC for Beginners: Build a Database App",,Chad Darby,4.7,9 total hours,118 lectures,All Levels
https://www.udemy.com/course/java-web-services/,Java Web Services,,Bharath Thippireddy,4.5,18 total hours,340 lectures,All Levels
https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization/,"Java Multithreading, Concurrency & Performance Optimization",,Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.7,4.5 total hours,34 lectures,All Levels
https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Selenium WebDriver with Java -Basics to Advanced+Frameworks,,Rahul Shetty,4.6,54 total hours,348 lectures,All Levels
https://www.udemy.com/course/java-new-features/,"Java New Features (Java 12, Java 11, Java 10, Java9 & Java8)","Java New Features Introduced In Java12, Java11, Java10, Java 9, Java 8, Java 7 (Lambda, Streams, JPMS, Jlink, Joda etc)",Java Fast Forward JFF,4.1,4.5 total hours,84 lectures,Beginner
https://www.udemy.com/course/java-android-complete-guide/,The Complete Android R + Java Developer Course™ : 2021,"In this course, you'll learn Android Development and get to build your own Android R apps by using Java.",Morteza Kordi,4.3,176 total hours,717 lectures,All Levels
https://www.udemy.com/course/introduction-to-data-structures-algorithms-in-java/,Introduction to Data Structures & Algorithms in Java,Designed to help understand the fundamentals of DS & Algorithms really well. A must have for programming interviews.,Raghavendra Dixit,4.3,5 total hours,103 lectures,All Levels
https://www.udemy.com/course/grpc-java/,gRPC [Java] Master Class: Build Modern API & Micro services,Better than REST API! Build a fast and scalable HTTP/2 API for your microservice with gRPC & Protocol Buffers (protobuf),"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.6,5 total hours,70 lectures,Intermediate
https://www.udemy.com/course/advanced-java-jdbcservletsjspjstl-for-web-development/,"Advanced Java ( JDBC,SERVLETS,JSP,JSTL ) For Web Development",Direct Class Room Videos to get complete knowledge on Advanced Java,DURGASOFT NAGOOR BABU,4.4,52.5 total hours,245 lectures,All Levels
https://www.udemy.com/course/hibernate-and-jpa-fundamentals/,Java Persistence: Hibernate and JPA Fundamentals,A simple-to-follow and easy-to-understand course on Java Persistence API (JPA) with Hibernate,Deshraj Singh Kiran,4.5,10 total hours,72 lectures,All Levels
https://www.udemy.com/course/parallel-and-asynchronous-programming-in-modern-java/,"Multithreading,Parallel & Asynchronous Coding in Modern Java",Learn to use Multithreading in Java using the ParallelStreams API and CompletableFuture API using the Hands-On approach.,Pragmatic Code School,4.6,6.5 total hours,63 lectures,Intermediate
https://www.udemy.com/course/docker-for-java-developers/,Docker for Java Developers,Learn how you can use Docker to supercharge your enterprise Java Development!,John Thompson,4.5,10.5 total hours,105 lectures,Intermediate
https://www.udemy.com/course/java-ee-with-vaadin-spring-boot-and-maven/,"Java EE with Vaadin, Spring Boot and Maven","Vaadin Framework, Spring, Spring Security, Spring Boot, Maven, JPA, JBoss - WildFly",Holczer Balazs,4.6,18 total hours,170 lectures,All Levels
https://www.udemy.com/course/java-oca/,Java Certification : OCA (1Z0-808) Exam Simulation [2021],Pass the Oracle Certified Associate(OCA): Java SE 8 Programmer I EXAM,Udayan Khattry,4.3,424 questions,All Levels,All Levels
https://www.udemy.com/course/design-patterns-in-java-concepts-hands-on-projects/,Java Design Patterns & SOLID Design Principles,A master guide to gang of four design patterns & SOLID design principles using Java,Coffee Powered Crew,4.7,17 total hours,253 lectures,Intermediate
https://www.udemy.com/course/java-7-8-new-featuresenhancements-zero-to-master/,Java 7 & Java 8 new features with Lambdas & Streams,Learn Java functional programing with Lambda & Streams. Learn the exciting & powerful new features of Java 7 and Java 8,Eazy Bytes,4.8,10 total hours,79 lectures,All Levels
https://www.udemy.com/course/restful-web-service-with-spring-boot-jpa-and-mysql/,"RESTful Web Services, Java, Spring Boot, Spring MVC and JPA","Implement API calls: Sign-up, sign-in, email verification, password reset, update, delete. Deploy to Amazon AWS Cloud.",Sergey Kargopolov,4.5,23.5 total hours,275 lectures,Beginner
https://www.udemy.com/course/complete-core-java-in-simple-way/,Complete Core Java In Simple Way,Direct Class Room Videos to get complete knowledge on java,DURGASOFT NAGOOR BABU,4.5,100.5 total hours,501 lectures,All Levels
https://www.udemy.com/course/spring-mvc-tutorial-for-beginners-step-by-step/,Spring MVC For Beginners - Build Java Web App in 25 Steps,Learn Spring MVC Framework with a Hands-on Step by Step Approach building a Todo Management Application!,in28Minutes Official,4.4,6.5 total hours,53 lectures,Beginner
https://www.udemy.com/course/collections-and-concurrent-collection-video-lectures-and-tutorials/,Java Collections from basics to Advanced,"Data Structure using Java Collection Framework - Including Concurrent Collections, Streams, Generics, Parallel Streams",Basics Strong,4.5,11.5 total hours,104 lectures,All Levels
https://www.udemy.com/course/algorithms-and-data-structures/,Data Structures in Java - Part I (+INTERVIEW QUESTIONS),"Basic Algorithms and Data Structures: AVL tree, Binary Search Trees, Arrays, B trees, Linked Lists, Stacks and HashMaps",Holczer Balazs,4.5,15 total hours,156 lectures,All Levels
https://www.udemy.com/course/eliminate-code-fear/,Java Puzzles to Eliminate Code Fear,The fastest way to actually master Java programming and become a dangerous developer!,Imtiaz Ahmad,4.6,7.5 total hours,35 lectures,All Levels
https://www.udemy.com/course/protocol-buffers/,"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Google Protobuf with examples and exercises. Code in Java Go Python. Say Goodbye to JSON & XML. Pre-req to gRPC,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",4.7,3.5 total hours,69 lectures,Beginner
https://www.udemy.com/course/javawebservicespart2/,Java Web Services Part 2 - SOAP and REST Security,Master advanced web services concepts and implement them in easy steps,Bharath Thippireddy,4.6,4.5 total hours,110 lectures,Intermediate
https://www.udemy.com/course/java-the-complete-java-developer-course/,Java Programming Masterclass covering Java 11 & Java 17,,"Tim Buchalka, Tim Buchalka's Learn Programming Academy",4.6,80.5 total hours,401 lectures,All Levels
https://www.udemy.com/course/jsp-tutorial/,"JSP, Servlets and JDBC for Beginners: Build a Database App",,Chad Darby,4.7,9 total hours,118 lectures,All Levels
https://www.udemy.com/course/java-web-services/,Java Web Services,,Bharath Thippireddy,4.5,18 total hours,340 lectures,All Levels
https://www.udemy.com/course/java-multithreading-concurrency-performance-optimization/,"Java Multithreading, Concurrency & Performance Optimization",,Michael Pogrebinsky | Java Expert & Software Architecture Specialist,4.7,4.5 total hours,34 lectures,All Levels
https://www.udemy.com/course/selenium-real-time-examplesinterview-questions/,Selenium WebDriver with Java -Basics to Advanced+Frameworks,,Rahul Shetty,4.6,54 total hours,348 lectures,All Levels
https://www.udemy.com/course/oop-learnit/,Object-Oriented Programming - Basics to Advance (Java OOP),"Learn OOP, SOLID principles with Java examples. Implement backend part for online store by the end of the course","Andrii Piatakha, Learn IT University",4.4,7.5 total hours,36 lectures,Intermediate
https://www.udemy.com/course/angular-hands-on-for-java-developers/,Angular 10 hands on for Java Developers,Expand your Java skills to become a full-stack developer with the Angular web framework,"Matt Greencroft, Virtual Pair Programmers",4.7,18.5 total hours,216 lectures,Intermediate
https://www.udemy.com/course/full-stack-application-with-spring-boot-and-react/,Go Java Full Stack with Spring Boot and React,Build Your First Java Full Stack Application with React & Spring Boot. Become a Java Full Stack Java Web Developer Now!,in28Minutes Official,4.5,12 total hours,135 lectures,Beginner
https://www.udemy.com/course/javaspring/,The Java Spring Tutorial: Learn Java's Popular Web Framework,"Learn the hottest, most in-demand Java web framework, including web programming with Spring MVC and Hibernate. Lifetime access with no subscription on Udemy.",John Purcell,4.4,28 total hours,175 lectures,Expert
https://www.udemy.com/course/learn-unit-testing-with-spring-boot/,Master Java Unit Testing with Spring Boot & Mockito,"Learn to write awesome Java JUnit unit tests with Spring Boot, Mockito, JsonAssert, Hamcrest & JsonPath in 40 easy steps",in28Minutes Official,4.5,4 total hours,55 lectures,All Levels
https://www.udemy.com/course/selenium-webdriver-java-complete-step-by-step-course/,Selenium WebDriver + Java. Complete step by step course.,Complete course where you will learn automation testing using Selenium WebDriver + Java from scratch.,IT Room,4.2,6.5 total hours,111 lectures,Beginner
https://www.udemy.com/course/practical-data-structures-algorithms-in-java/,Practical Data Structures & Algorithms in Java + HW,Go from zero to hero in the most important algorithms and data structures using Java,Imtiaz Ahmad,4.7,11.5 total hours,46 lectures,All Levels
