url,Course Title,Course Headline,Instructor,Rating,course_length,number_of_lectures,difficulty
https://www.udemy.com/course/master-cpp-byteboard/,Master C++ Programming From Beginner To Advance - C++ Course,"Lectures + Practical Hand-on C++ Course, Most Detailed Explanation of File Handling & STL, **190+ videos, **3 Projects",ByteBoard - VeDinesh Academy,4.5,15.5 total hours,193 lectures,All Levels
https://www.udemy.com/course/learn-c-plus-plus-from-beginner-to-advanced/,Learn and Understand C++,"Take this course to learn C++ which you can use for ethical hacking, game development, and most software you use daily!","Ermin Kreponic, Aldin Omerdic",4.2,14 total hours,76 lectures,Beginner
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,35.5 total hours,243 lectures,All Levels
https://www.udemy.com/course/cpp-deep-dive/,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,,Abdul Bari,4.6,30.5 total hours,279 lectures,All Levels
https://www.udemy.com/course/the-complete-cpp-developer-course/,The Complete C++ Developer Course,,"Codestars by Rob Percival, John P. Baugh",4.6,22.5 total hours,122 lectures,All Levels
https://www.udemy.com/course/datastructurescncpp/,Mastering Data Structures & Algorithms using C and C++,,Abdul Bari,4.6,58.5 total hours,390 lectures,All Levels
https://www.udemy.com/course/cpp-4skills/,Mastering 4 critical SKILLS using C++ 17,,Dr. Mostafa Saad Ibrahim,4.6,32.5 total hours,363 lectures,All Levels
https://www.udemy.com/course/beginning-test-driven-development-in-c/,Beginning Test Driven Development in C++,Learning the discipline of Test Driven Development (also known as TDD) Using the C++ Programming Language,Richard Wells,4.4,2.5 total hours,19 lectures,Beginner
https://www.udemy.com/course/qt-6-core-beginners-with-cpp/,Qt 6 Core Beginners with C++,"No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 6.",Bryan Cairns,4.6,15.5 total hours,149 lectures,Beginner
https://www.udemy.com/course/learn-to-program-cpp/,Learn C++ by Creating,Learn Programming Basics in C++ with a project based approach,Andrew Volk,4.3,1.5 total hours,16 lectures,Beginner
https://www.udemy.com/course/cplusplus-programming-step-by-step/,C++ programming step-by-step: From Beginner to Advanced,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",Shibaji Paul,4.2,27.5 total hours,190 lectures,All Levels
https://www.udemy.com/course/algorithms-bootcamp-in-c/,Algorithms (Data Structures) Bootcamp in C++,"Recursion, Backtracking, Dynamic Programming, Graphs, Data Structures, Sorting and Substring Search Algorithms",Holczer Balazs,4.4,17 total hours,149 lectures,All Levels
https://www.udemy.com/course/learn-intermediate-modern-c/,Learn Advanced Modern C++!,Take your knowledge of C++ to the next level!,James Raynard,4.3,15.5 total hours,118 lectures,Intermediate
https://www.udemy.com/course/learn-c-from-zero-to-mastery/,Learn C++ Programming from Zero to Mastery in 2021,Specially designed for BEGINNERS who don't have any knowledge about programming & want to learn C++ from scratch in 2021,"Ankit Thakran, Harsh Kajla, Jatin Hooda",4.5,36 total hours,160 lectures,All Levels
https://www.udemy.com/course/c-programming-a-z/,C++ Programming from A-Z. Learn To Code Using C++,Learn to code using C++ programming. Learn C++ programming from scratch. Start coding in C++ - Start programming in C++,Joey Anthony - C++ Programming,4.4,4 total hours,17 lectures,Beginner
https://www.udemy.com/course/learn-modern-cplusplus-concurrency/,Learn Modern C++ Multithreading,Learn how to write portable threaded C++ applications which unleash the power of modern multi-processor hardware!,James Raynard,4.3,7 total hours,54 lectures,Intermediate
https://www.udemy.com/course/object-oriented-programming-with-cplusplus/,Demystifying OOP with C++,This course stands apart because we show you the How and Why.,"Bhalchandra Gholkar, Daryl Newell",4.5,13.5 total hours,138 lectures,All Levels
https://www.udemy.com/course/c-operating-on-files/,C++ Working with Files - fstream I/O library,Learn how to easily use the fstream library with the help of expert. Handle file operations without any problems!,Arkadiusz Włodarczyk,4.6,3 total hours,18 lectures,All Levels
https://www.udemy.com/course/qt-core-for-beginners/,Qt 5 Core for Beginners with C++,"No experience necessary, learn Qt C++ cross platform programming on windows, mac and linux for beginners using Qt 5.",Bryan Cairns,4.4,8.5 total hours,73 lectures,Beginner
https://www.udemy.com/course/basic-python-cpp/,Short Programming intro in Python and C++,Enough basics to decide your next deep course!,Dr. Mostafa Saad Ibrahim,4.7,9 total hours,116 lectures,Beginner
https://www.udemy.com/course/the-unreal-arsenal/,The Unreal Arsenal: Learn C++ and Unreal Engine,Learn Programming and Game Development Fundamentals with C++ and Unreal Engine in this course for complete beginners,Neville Adams,4.9,47.5 total hours,219 lectures,Beginner
https://www.udemy.com/course/cracking-cpp-interview/,Object Oriented Programming in C++  &  Interview Preparation,"Classroom like learning, Detailed Explanation of Question",ByteBoard - VeDinesh Academy,4.4,2 total hours,21 lectures,All Levels
https://www.udemy.com/course/learn-programming-by-making-games/,Learn C++ Programming by Making Games,An introductory guide to understanding how to program,Serge Lansiquot,4.6,25.5 total hours,155 lectures,Beginner
https://www.udemy.com/course/the-complete-introduction-to-c-programming/,The Complete Introduction to C++ Programming,Learn all the Basics of C++ by practice and the creation of various basic C++ applications,Yassin Marco,4.3,5 total hours,32 lectures,Beginner
https://www.udemy.com/course/unitycourse/,Complete C# Unity Game Developer 2D,,"Ben Tristem, GameDev.tv Team, Rick Davidson",4.7,5 total hours,32 lectures,Beginner
https://www.udemy.com/course/become-a-game-designer/,Become a Game Designer the Complete Series Coding to Design,,[ School of Game Design ],4.0,5 total hours,32 lectures,Beginner
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,5 total hours,32 lectures,Beginner
https://www.udemy.com/course/qt-core-intermediate/,Qt 5 Core Intermediate with C++,Continues where the beginners course left off,Bryan Cairns,4.3,10 total hours,58 lectures,Intermediate
https://www.udemy.com/course/qt-6-core-intermediate/,Qt 6 Core Intermediate with C++,Continues where the beginners course left off,Bryan Cairns,4.5,11 total hours,128 lectures,Intermediate
https://www.udemy.com/course/how-to-create-an-advanced-keylogger-from-scratch-for-windows/,Build an Advanced Keylogger using C++ for Ethical Hacking!,Take this course to learn how to code a fully functional keylogger in C++ for use in Windows!,"Ermin Kreponic, Aldin Omerdic",3.1,7.5 total hours,35 lectures,Intermediate
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,35.5 total hours,243 lectures,All Levels
https://www.udemy.com/course/cpp-deep-dive/,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,,Abdul Bari,4.6,30.5 total hours,279 lectures,All Levels
https://www.udemy.com/course/the-complete-cpp-developer-course/,The Complete C++ Developer Course,,"Codestars by Rob Percival, John P. Baugh",4.6,22.5 total hours,122 lectures,All Levels
https://www.udemy.com/course/datastructurescncpp/,Mastering Data Structures & Algorithms using C and C++,,Abdul Bari,4.6,58.5 total hours,390 lectures,All Levels
https://www.udemy.com/course/cpp-4skills/,Mastering 4 critical SKILLS using C++ 17,,Dr. Mostafa Saad Ibrahim,4.6,32.5 total hours,363 lectures,All Levels
https://www.udemy.com/course/introduction-to-programming-c-cpp/,Introduction to Programming: C/C++,A Master Course from Beginner to Expert,"Daniel Szelogowski, M.S.",4.4,11 total hours,35 lectures,All Levels
https://www.udemy.com/course/pointers-and-references-explained-c/,Pointers and References explained! (C/C++),Comprehensive course covering pointers and references from scratch up to the most advanced topics,Mor Mordoch,4.8,3.5 total hours,29 lectures,All Levels
https://www.udemy.com/course/advanced-c-programming/,Advanced C++ Programming Training Course,Take your C++ Programming Training Course Will Take Your Skills To The Next Level.,Infinite Skills,4.5,6.5 total hours,81 lectures,All Levels
https://www.udemy.com/course/learn-c/,Learn to Program with C++,Take your C++ Programming to the next level. Course Duration: 6.5 Hours - 80 Lessons,Infinite Skills,4.5,10 total hours,108 lectures,All Levels
https://www.udemy.com/course/the-complete-c-plus-plus-programming-course-build-10-computer-apps/,The Complete C++ programming course- Build 10 computer Apps,"Learn Modern C++11 and C++17 - build real desktop apps and game including Casino game, Food Ordering app and Banking app",Prerak Mehta,4.2,18.5 total hours,59 lectures,All Levels
https://www.udemy.com/course/cplusplus-multithreading/,Learn Multithreading in C++,"Modern C++ multithreading: threads, async, tasks, locks, futures, promises, conditions and more.",John Purcell,4.6,3.5 total hours,29 lectures,Intermediate
https://www.udemy.com/course/selfdrivingcar/,"Build Your own Self Driving Car | Deep Learning, OpenCV, C++","Learn Raspberry Pi, Arduino UNO, Image Processing and Neural Networks (Machine Learning)  for any Embedded IOT Project",Rajandeep Singh,4.6,5.5 total hours,47 lectures,All Levels
https://www.udemy.com/course/learn-c-the-modern-way-the-fundamentals/,Learn Modern C++!,Learn the modern version of the C++ language.,James Raynard,4.2,13.5 total hours,98 lectures,Beginner
https://www.udemy.com/course/c-in-1-hour/,C++ in 1 hour,Most of John Bura's courses are on sale for 9 dollars! https://www.udemy.com/u/johnbura/ Sale ends Oct 31 2013! Act now!,John Bura,4.6,1 total hour,23 lectures,Beginner
https://www.udemy.com/course/cpp-programming-from-scratch-to-advanced/,C++ Programming - From Scratch to Advanced,Learn C++ from the basics to the advanced concepts.,Sujithkumar MA,4.2,8.5 total hours,75 lectures,All Levels
https://www.udemy.com/course/c-plus-plus-programming-for-humans-cpp/,C++ Programming For Humans!,Real Programming Skills for Real People (No Experience Required),Cody Ray Miller,4.5,8 total hours,54 lectures,Beginner
https://www.udemy.com/course/introduction-to-c-plus-plus/,A Full Introduction to C++ with Objects,C++ Beginner Course with Objects - Including Arrays,Matthew Fried,3.9,22 total hours,132 lectures,Beginner
https://www.udemy.com/course/c-programming-from-basics-to-advance/,Complete C++ programming from C++ Basics to Advanced C++,Learn C++ Basics and Advanced topics like Object Oriented Programming in C++ Class Object Inheritance and C++ pointers,Muhammad Hamza AbdulRehman,4.3,2.5 total hours,46 lectures,All Levels
https://www.udemy.com/course/intermediate-cpp/,Professional C++ - Object-Oriented C++ Programming Course,"Beyond the Basics - Learn C++ Programming with Hands-On and Expert Instruction, Design Principles and Patterns",Chuck McCullough,4.2,6 total hours,44 lectures,Intermediate
https://www.udemy.com/course/qt-core-advanced/,Qt 5 Core Advanced with C++,A followup to the Qt 5 Core for beginners and intermediate users.,Bryan Cairns,4.4,12 total hours,63 lectures,Expert
https://www.udemy.com/course/mastering-c-plus-plus-programming-from-zero-to-hero/,Mastering C++ Programming - From Zero to Hero,"In-depth coverage of Object Oriented Programming, Basics of C++, STL, Modern C++ with C++11 to C++17",Himayatullah Sharief,4.2,30.5 total hours,198 lectures,Beginner
https://www.udemy.com/course/qt-widgets-beginners/,Qt 5 Widgets for Beginners with C++,"An introduction to Qt 5 Widgets and Desktop programming, designed for students who know the Qt 5 Core library",Bryan Cairns,4.6,17.5 total hours,74 lectures,Beginner
https://www.udemy.com/course/unitycourse/,Complete C# Unity Game Developer 2D,,"Ben Tristem, GameDev.tv Team, Rick Davidson",4.7,17.5 total hours,74 lectures,Beginner
https://www.udemy.com/course/become-a-game-designer/,Become a Game Designer the Complete Series Coding to Design,,[ School of Game Design ],4.0,17.5 total hours,74 lectures,Beginner
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,17.5 total hours,74 lectures,Beginner
https://www.udemy.com/course/learn-cpp-programming-by-making-games-volume-2/,Learn C++ Programming By Making Games Volume 2,In depth and practical look at Object Oriented Programming,Serge Lansiquot,4.5,28.5 total hours,189 lectures,Intermediate
https://www.udemy.com/course/master_cmake/,Master CMake for Cross-Platform C++ Project Building,Learn the most powerful and recommended way of building the C++ projects,Milan Yadav,4.4,3.5 total hours,46 lectures,Beginner
https://www.udemy.com/course/cpp-in-one-hour/,C++ in one hour with coding exercises,Learn all basics of C++ by solving coding exercises approach within one hour !!,"Mubashir Hassan | 85,000+ enrollments worldwide",4.5,1.5 total hours,83 lectures,All Levels
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,35.5 total hours,243 lectures,All Levels
https://www.udemy.com/course/cpp-deep-dive/,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,,Abdul Bari,4.6,30.5 total hours,279 lectures,All Levels
https://www.udemy.com/course/the-complete-cpp-developer-course/,The Complete C++ Developer Course,,"Codestars by Rob Percival, John P. Baugh",4.6,22.5 total hours,122 lectures,All Levels
https://www.udemy.com/course/datastructurescncpp/,Mastering Data Structures & Algorithms using C and C++,,Abdul Bari,4.6,58.5 total hours,390 lectures,All Levels
https://www.udemy.com/course/cpp-4skills/,Mastering 4 critical SKILLS using C++ 17,,Dr. Mostafa Saad Ibrahim,4.6,32.5 total hours,363 lectures,All Levels
https://www.udemy.com/course/mastering-c-standard-library-features/,Mastering C++ Standard Library Features,Harness the power of the C++ STL and make full use of its components,Packt Publishing,4.9,6 total hours,28 lectures,Intermediate
https://www.udemy.com/course/cplusplus-unit-testing-google-test-and-google-mock/,C++ Unit Testing: Google Test and Google Mock,Beginning Test Driven Development (TDD) in C++ with Googletest and Googlemock,Serban Stoenescu,4.1,3 total hours,54 lectures,Beginner
https://www.udemy.com/course/unrealvr/,Unreal VR Dev: Make VR Experiences with Unreal Engine in C++,Build Stunning Video Games in Virtual Reality. Tutorials Cover Design for Oculus Rift & Steam VR w/C++11.,"GameDev.tv Team, Ben Tristem, Sam Pattuzzi",4.4,17 total hours,82 lectures,Intermediate
https://www.udemy.com/course/learn-c-programming-mini-course-power-of-animation/,Learn C++ Programming Mini Course - Power of Animation,"A Programming Course in C++ language, great for beginners, that will teach you C++ coding from scratch using Animation.",Miltiadis Saratzidis,4.1,41 total mins,15 lectures,Beginner
https://www.udemy.com/course/hands-on-debugging/,Hands on Debugging in C and C++,"GDB, Valgrind, and the skills you need to program error free!",Mike Shah,4.5,2.5 total hours,45 lectures,All Levels
https://www.udemy.com/course/modern-cpp-memory-management-learn-to-write-good-code-fast/,Modern C++ Memory Management: Learn to write good code fast,Using the power of C++11 to efficiently write reliable software,Mattias Johansson,4.6,2 total hours,20 lectures,Beginner
https://www.udemy.com/course/update-to-modern-cplusplus/,Update to Modern C++!,Refresh and update your C++ skills!,James Raynard,4.7,11.5 total hours,99 lectures,Intermediate
https://www.udemy.com/course/learn-c-from-scratch-p/,Learn C++  from scratch,Practical Hands -on Introduction to C++,Bluelime Learning Solutions,4.7,5 total hours,50 lectures,Beginner
https://www.udemy.com/course/learn-the-vulkan-api-with-cpp/,Learn the Vulkan API with C++,Learn the fundamentals of the popular Vulkan API for modern graphics rendering using C++!,Ben Cook,4.7,26 total hours,32 lectures,Intermediate
https://www.udemy.com/course/c-standard-template-library-in-practice/,C++ Standard Template Library in Practice,Gain insights into the C++ STL using real-world examples,Packt Publishing,4.6,10.5 total hours,96 lectures,Intermediate
https://www.udemy.com/course/learn-cpp-programming-language/,C++ Programming Bootcamp - Learn Complete C++  From 0 to 100,Start Your Coding Journey by Learning C++ Programming Language  From  Basic To Advance Level,Piroz Amin,4.2,9 total hours,105 lectures,All Levels
https://www.udemy.com/course/intro-to-programming-using-cpp-syntax/,Ease your way into C++,The basics of variables and memory,Andrew Mehri,4.7,2 total hours,6 lectures,Beginner
https://www.udemy.com/course/data-structures-and-algorithms-cplusplus-for-interviews/,Data Structures and Algorithms in C++ For Coding Interview,Covers Algorithmic Problems in C++ That range a variety of data structures which often pop up during a coding interview.,El Farouk Yasser,4.6,7 total hours,63 lectures,Beginner
https://www.udemy.com/course/cpp-pointers/,C/C++ Pointers & Applications,"Learn the applications of pointers such as usage in dynamic arrays, linked lists, function pointers, callbacks, etc",Umar Lone,3.9,7 total hours,81 lectures,Intermediate
https://www.udemy.com/course/creational_cpp/,Creational Design Patterns in Modern C++,Learn creational design patterns in depth & their implementation in Modern C++,Umar Lone,4.7,7.5 total hours,90 lectures,All Levels
https://www.udemy.com/course/c-plus-plus-programming-made-simple/,C++ Masterclass,C++ made simple,Robert Manole,4.5,2.5 total hours,51 lectures,Beginner
https://www.udemy.com/course/functional-programming-using-cpp/,Functional Programming using C++,Write more robust and easier to maintain C++ code than ever before.,Tobias Hermann,4.3,1.5 total hours,27 lectures,Intermediate
https://www.udemy.com/course/unitycourse/,Complete C# Unity Game Developer 2D,,"Ben Tristem, GameDev.tv Team, Rick Davidson",4.7,1.5 total hours,27 lectures,Intermediate
https://www.udemy.com/course/become-a-game-designer/,Become a Game Designer the Complete Series Coding to Design,,[ School of Game Design ],4.0,1.5 total hours,27 lectures,Intermediate
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,1.5 total hours,27 lectures,Intermediate
https://www.udemy.com/course/unlimited-cpp-exercises/,C++ Bootcamp for Beginners - 75+ hands-on exercises !,Get hands-on experience of C++ by solving 75+ live coding exercises from beginner to expert levels !,"Mubashir Hassan | 85,000+ enrollments worldwide",4.8,1 total hour,97 lectures,All Levels
https://www.udemy.com/course/cpp-standard-template-library-stl-based-on-problem-solving/,C++ Standard Template Library(STL)  ( Incomplete course ),Learn almost everything of C++ Standard Template Library(STL)  Based on Problem solving. And become beginner to pro.,Muhammad Shahriar,4.4,3 total hours,18 lectures,Beginner
https://www.udemy.com/course/easy-learning-c-for-beginners/,Easy learning C++ for beginners,C++,Tweneboah Derrick Owusu,3.7,5 total hours,55 lectures,Beginner
https://www.udemy.com/course/unrealcourse/,Unreal Engine C++ Developer: Learn C++ and Make Video Games,,"Ben Tristem, Sam Pattuzzi, GameDev.tv Team",4.6,35.5 total hours,243 lectures,All Levels
https://www.udemy.com/course/cpp-deep-dive/,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,,Abdul Bari,4.6,30.5 total hours,279 lectures,All Levels
https://www.udemy.com/course/the-complete-cpp-developer-course/,The Complete C++ Developer Course,,"Codestars by Rob Percival, John P. Baugh",4.6,22.5 total hours,122 lectures,All Levels
https://www.udemy.com/course/datastructurescncpp/,Mastering Data Structures & Algorithms using C and C++,,Abdul Bari,4.6,58.5 total hours,390 lectures,All Levels
https://www.udemy.com/course/cpp-4skills/,Mastering 4 critical SKILLS using C++ 17,,Dr. Mostafa Saad Ibrahim,4.6,32.5 total hours,363 lectures,All Levels
https://www.udemy.com/course/learn-advanced-c-programming-m/,Learn Advanced C++ Programming,C++ Programming for Advanced Concepts,Umair Khan,4.6,15.5 total hours,75 lectures,Intermediate
https://www.udemy.com/course/scientific-computing-in-c/,Scientific Computing in C++,Learn numerical computation techniques by applying C++ to solve distinct mathematical tasks,Okan Koeksal,4.6,17.5 total hours,43 lectures,Intermediate
https://www.udemy.com/course/learn-c-file-handling-project-console-mini-database/,Learn C++ File Handling Project (console): Mini Database,C++ File Handling Project (Console based) :Mini database: Student Database Management System & Result Calculation System,Sarah Naseem,4.2,5.5 total hours,27 lectures,Intermediate
https://www.udemy.com/course/c-plus-plus-robotics-developer-course-using-ros-in-c-plus-plus/,C++ Robotics Developer Course - Using ROS in C++,Learn to program Robots using the famous Robot Operating System (ROS) framework in C++,Raymond Andrade,4.6,4.5 total hours,35 lectures,All Levels
https://www.udemy.com/course/qt-6-core-advanced/,Qt 6 Core Advanced with C++,A followup to the Qt 5 Core for beginners and intermediate courses.,Bryan Cairns,4.6,13 total hours,130 lectures,Expert
https://www.udemy.com/course/flappy-bird-sfml/,Flappy Bird Clone - The Complete SFML C++ Game Course,Game Programming Course To End All Courses,Frahaan Hussain,4.6,5.5 total hours,37 lectures,Beginner
